text,label,prediction
thầy có kiến thức rất rộng .,0,lecturer
phần lý thuyết trên lớp mức độ kiến thức quá chênh lệch với đề thi .,0,curriculum
giáo viên lý thuyết chưa lên lớp thì lớp thực hành đã dạy trước 2 bài khiến em không theo kịp .,0,curriculum
thầy chém gió ghê quá colonsmallsmile .,0,lecturer
"giảng viên rất nhiệt tình với học sinh , truyền đạt hay .",0,lecturer
"giảng viên giáp đáp được các thắc mắc của sinh viên , giúp sinh viên hiểu rõ hơn vấn đề .",0,lecturer
"giảng viên tận tình , nhiệt huyết .",0,lecturer
thống nhất hình thức thi thực hành giữa các lớp với nhau .,1,curriculum
chương trình dễ hiểu .,0,curriculum
dạy bài hay .,0,lecturer
cần sửa đổi lịch học thực hành nếu có thể 1 tuần 1 lần cho sinh viên .,1,curriculum
"giảng viên giảng dạy nhiệt tình , quan tâm sinh viên .",0,lecturer
"giảng viên truyền đạt kiến thức hiệu quả , dễ hiểu .",0,lecturer
"giảng viên dạy dễ hiểu , dễ tiếp thu , nhiệt tình .",0,lecturer
"cô dạy dễ hiểu , giải bài tập hướng dẫn chúng em đầy đủ , nhiệt tình .",0,lecturer
môn học tạo cho sinh viên quá nhiều sự mơ hồ .,1,curriculum
"giảng dạy quá mập mờ , ít lắng nghe ý kiến của sinh viên .",0,lecturer
không hài lòng tất cả .,3,others
thầy cho nghỉ nhiều .,0,lecturer
giảng viên cần sửa lại hệ thống wecode vì còn quá nhiều lỗi và quá rườm rà .,0,lecturer
chuẩn bị nội dung thực hành chu đáo .,0,curriculum
nhiều ví dụ .,0,lecturer
khả năng truyền đạt bài rất tốt .,0,lecturer
"cần nâng cấp phòng máy và phần mềm của phòng máy , vì tụi em dùng phần mềm 2013 nhưng phòng máy có máy chỉ có phần mêm 2008 , vì thế rất khó thích ứng và nhất là trong giờ kiểm tra .",2,facility
"thầy giảng nhiệt tình , sát trọng tâm , dễ hiểu , mong thầy kỳ sau sẽ dạy môn xác xuất thống kê .",0,lecturer
đề nghị nhà trường có thêm phòng lab để sinh viên học phần nghe được dễ dàng và có hiệu quả hơn !,2,facility
"thưa , thầy luôn nhiệt tâm với sinh viên .",0,lecturer
"giảng viên thường nghỉ đột xuất nhiều , phương pháp dạy chưa cuốn hút khiến sinh viên chưa thể tập trung vào việc học .",0,lecturer
"thưa , em hoàn toàn hài lòng với chất lượng các buổi học của thầy và những kiến thức thầy mang lại thực sự bổ ích và phong phú .",1,lecturer
thầy giảng bài tập thực hành đa số là thầy ngồi mở máy tính làm việc rất ít giao tiếp với sinh viên và thầy giảng rất là khó hiểu .,0,lecturer
môn nào làm đồ án nên bỏ phần kiểm tra lý thuyết cuối kỳ .,1,curriculum
"trang thiết bị của phòng thực hành quá cũ kỹ , bụi bặm , không được bảo trì , cập nhật , nâng cấp .",2,facility
"thầy dạy nhiệt tình , tận tâm .",0,lecturer
"sinh động nhưng không lan man , rất tập trung chuyên môn .",0,others
giáo viên không nhiệt tình và phương pháp truyền đạt kiến thức gây khó hiểu .,0,lecturer
"sử dụng giờ lên lớp không hiệu quả , chỉ dịch slide và không nêu được ý nghĩa các phần .",0,lecturer
mong thầy cho nhiều ví dụ hơn nữa .,0,lecturer
kiến thức hơi ít .,1,curriculum
"cả 3 , 4 buổi thực hành theo hình thức 2 môn này có thầy thầy này tham gia hay hường dẫn buổi nào đâu mà đánh giá , chỉ có mỗi thầy wzjwz100 thôi .",3,others
đi sâu vào vấn đề khó hơn .,3,lecturer
thầy dạy nhiệt tình và tận tâm .,0,lecturer
cần thêm một số dạng bài tập ạ .,1,curriculum
cô còn cho ít bài tập .,0,lecturer
giáo viên nhiệt tình và tâm huyết .,0,lecturer
"dạy nhanh , sửa bài tập còn sai sót .",0,lecturer
"nhiệt tình , bài giảng hay .",0,lecturer
"phòng thực hành nóng , khó chịu , hệ thống máy lạnh hay gặp sự cố , cửa phòng cũng hay có vấn đề .",2,facility
chi tiết .,1,others
đồng nhất một giáo trình giảng dạy .,1,curriculum
"chị dạy hay , nhiệt tình , vui vẻ , dễ hiểu .",0,lecturer
cần sát với thực tế hơn .,1,curriculum
"thầy nên dạy kỹ hơn nữa , trao đổi với sinh quan qua moodle nhiều hơn để đạt được chất lượng giảng dạy và tiếp thu của sinh viên tốt hơn .",0,lecturer
thầy giảng hơi nhanh nên còn vài chỗ khó hiểu .,0,lecturer
phần ý kiến của em trong phần khảo sát thầy wzjwz7 em nói có liên quan đến thầy luôn .,3,lecturer
"giảng viên giải đáp tận tình các thắc mắc của sinh viên , tạo cơ hội học tập cho sinh viên .",0,lecturer
"cần có một định hướng rõ trong mỗi bài thực hành , tức là khi học xong thực hành thì có thể áp dụng làm một sản phẩm thực tế được .",1,curriculum
nên đăng lên điểm thực hành hằng tuần để sinh viên tiện theo dõi .,0,curriculum
"cô vui tính , phương pháp giản dạy rất vui mà hiệu quả .",0,lecturer
"giảng viên nhiệt tình , vui vẻ , rất hiểu tâm lý sinh viên , luôn có các thông tin mới được cập nhật mỗi buổi học cho sinh viên .",0,lecturer
nên sử dụng tiếng việt vì đa phần không giỏi tiếng anh .,0,lecturer
"thầy dạy rất kỹ lưỡng , hay .",0,lecturer
dạy nhiều nhưng hơi giảng ít .,0,lecturer
"tuy lên lớp nhưng em không thể tiếp thu được , vì không có hứng thú với cách giảng dạy của thầy .",0,lecturer
nên có ngoại khóa .,1,curriculum
mỗi dạng bài thì thầy ghi ra 3 câu bài tập là ổn rồi .,1,curriculum
"thầy wzjwz142 dạy rất hay và tận tâm , luôn giải đáp các thắc mắc của sinh viên .",0,lecturer
các kiến thức về môn này nói chung thì em rất thích nhưng khi bắt đầu lớp học thì không giống như em nghĩ .,1,curriculum
tỉ mỉ .,3,curriculum
"chất lượng phòng học cần được cải thiện , cần cải thiện hệ thống điện , máy chiếu cần được cải thiện .",2,facility
chỉ hướng dẫn sử dụng access không hướng dẫn sử dụng database sql .,1,curriculum
"giảng viên nhiệt tình , đi sớm .",0,lecturer
"rất nhiệt huyết , giảng nghe dễ hiểu .",0,lecturer
trong bài thi có phần không được học trong chương trình học của môn học .,1,curriculum
chỉ sơ sài rồi bắt sinh viên tự mò .,0,curriculum
"giảng viên dạy không được cuốn hút lắm , hơi trầm .",0,lecturer
giảng viên cung cấp nhiều tài liệu nhưng lại không có hiệu quả .,0,lecturer
thầy giảng dạy rất tốt .,0,lecturer
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi , luôn giải đáp mọi thắc mắc của sinh viên về bài học .",0,lecturer
"giảng viên nhiệt tình , cách dạy khoa học , có cập nhật kiến thức mới bổ ích .",0,lecturer
những kiến thức truyền đạt của thầy cô giảng viên đầy đủ và cần thiết cho sinh viên .,0,lecturer
hy vọng thầy có thể hướng dẫn tốt hơn các kỹ năng của môn học .,0,lecturer
thầy rất tận tâm trong công việc .,0,lecturer
"phong cách giảng dạy tốt hay , em rất hài lòng về giảng viên .",0,lecturer
nộp deadline bất chợt .,0,curriculum
"nhẹ nhàng , từ tốn .",0,lecturer
"cần dạy lý thuyết trong phòng máy để đc thử nghiệm những gì vừa học ngay sau đó , vì học lý thuyết suôn rất chán , không tiếp thu được gì , thực hành thì hầu như không liên quan tới lý thuyết .",1,facility
cô rất vui tính và thoải mái .,0,lecturer
"thầy giảng rất tuyệt , có sức thu hút lạ kỳ .",0,lecturer
nhiều chỗ đọc mãi vẫn không thể hiểu .,0,curriculum
thầy giảng tương đối dễ hiểu .,0,lecturer
"về phần chấm bài thuyết trình doubledot giảng viên không chú ý chấm bài thuyết trình và xem sinh viên thuyết trình để chấm điểm mà cứ làm việc riêng khác , có khi không biết bạn kia trình bày rồi hay chưa .",0,lecturer
"cách dạy , giọng nói buồn ngủ , không truyền đạt hết được kiến thức .",0,lecturer
cần có nhiều ví dụ .,1,curriculum
"cần nhiều đề thi để sinh viên có thế ôn luyện , làm quen với cấu trúc đề thi !",1,lecturer
chuyên sâu .,3,lecturer
"một số chỗ khó hiểu , nhưng nếu chăm chỉ tự học thì sẽ khắc phục được .",1,curriculum
"có lẽ thầy giảng như thế thì chỉ phù hợp với người học có trình độ thạc sĩ , tiến sĩ trở lên thôi .",0,lecturer
em mong nhà trường xem lại bài thi thi đầu vào môn anh văn của nhà trường .,1,curriculum
thầy khá vui tính .,0,lecturer
"trong khi đó sinh viên phải làm đồ án môn học , mọi vấn đề gặp phải nếu chờ 3 tuần để được gặp giảng viên giải đáp thì sinh viên không thể hoàn thành đúng tiến độ .",0,lecturer
cô rất nhiệt tình trong giảng dạy .,0,lecturer
"bài tập thầy đưa ra cho lớp hơi khó , nhưng quá đó giúp chúng em rèn luyện tư duy thuật toán .",1,curriculum
hy vọng đây không phải là sinh viên đầu tiên phản ánh vấn đề này .,3,others
"rất đúng giờ , giờ học đầy đủ và đầy đủ những gì có trong sách .",0,lecturer
phân bổ lịch thực hành cho hợp lý .,1,curriculum
cập nhật thêm những cấu trúc lập trình mới !,1,curriculum
giảng viên giảng bài không thực sự hiệu quả .,0,lecturer
giải đề chi tiết cho sinh viên .,0,curriculum
trao đổi trên hệ thống website môn học .,1,lecturer
cô nên thường xuyên sử dụng các thiết bị như micro trong giờ học vì giọng cô hơi nhỏ .,0,lecturer
lab nhiều nhưng chưa rõ ràng .,1,facility
"nội dung , kiến thức khá chung chung .",1,curriculum
thầy rất tận tâm .,0,lecturer
"giáo viên nhiệt tình , vui vẻ .",0,lecturer
thầy dạt rất tốt .,0,lecturer
thầy dạy rất nhiệt huyết và rất hay .,0,lecturer
"thầy vui vẻ , nhiệt tình , chỉ dạy kiến thức thực tế .",0,lecturer
không có nội dung thực hành của môn học này .,0,curriculum
kiến thức truyền đạt đến sinh viên rất tốt ạ !,0,lecturer
"cô dạy rất có tâm , thương sinh viên .",0,lecturer
lớp bóng chuyền nhưng lại bị bắt tập thể lực khá nhiều .,0,curriculum
lý thuyết và môn thực hành không song song thực hành thường trước lý thuyết .,1,curriculum
dạy nhiệt tình tâm huyết .,0,lecturer
nâng cấp thiết bị phòng lab .,2,facility
thầy sửa bài bải tập kỹ và giải lý thuyết đúng thực tế .,0,lecturer
"nên có giáo trình cụ thể để sinh viên dễ dàng tiếp thu , mở rộng kiến thức .",1,curriculum
"thầy già nên thường hay quên , sinh viên xin thầy up slide bài giảng nhưng lần nào thầy cũng quên .",0,lecturer
thay đổi phương pháp dạy học để sinh viên dễ tiếp thu kiến thức hơn .,1,curriculum
phòng học và thiết bị cần được cải thiện .,2,facility
cô đến đúng giờ và giảng bài khá dễ hiểu .,0,lecturer
chép bài nhiều .,3,curriculum
thầy giảng dạy không thu hút cho lắm .,0,lecturer
truyền đạt nội dung rất dễ hiểu .,0,lecturer
giúp học sinh hiểu bài tốt .,0,lecturer
thầy giảng đủ nội dung bài học và có chỗ lưu ý .,0,lecturer
ghi hơi nhiều .,0,lecturer
giảng viên rất vui vẻ .,0,lecturer
sinh viên học xong có thể làm bài kiểm tra tốt nhưng đa số không thể giao tiếp cơ bản bằng tiếng anh .,1,curriculum
"giảng dạy rất tốt tận tình , cẩn thận .",0,lecturer
dùng hệ thống nộp bài tập turnitindotcom với quy định tỉ lệ sao chép không quá 30% không phù hợp !,0,curriculum
cám ơn thầy đã giúp đỡ em .,0,lecturer
em chưa bao giờ được thầy reply mail .,0,lecturer
"cần xem lại những chiếc máy chiếu ở phòng wzjwz40 rất mờ so với phòng wzjwz41 , khi chiếu demo không thấy gì hết !",2,facility
chăm chú bài tập .,0,curriculum
cô sẵn sàng giảng lại bài cho cả lớp khi có phần khó hiểu .,0,lecturer
"phòng học chất lượng còn kém phòng lab thực hành có đầu tư , máy tính tốt , còn các thiết bị thực hành đầy đủ nhưng còn hỏng hóc nhiều .",2,facility
em rất hài lòng với cách thức giảng dạy của giảng viên cũng như cách thức ra bài tập cho sinh viên .,0,lecturer
do phòng thực hành quá nhỏ nên phòng đào tạo cần chia ca thực hành chứ không nên đề các bạn kéo đến và không có chỗ ngồi .,2,facility
giáo viên dạy rất hay .,0,lecturer
"nhiệt tình , tận tâm và dễ hiểu .",0,lecturer
"thầy dạy rất tận tâm , quan tâm đến sinh viên .",0,lecturer
"thầy dạy hay , dễ hiểu .",0,lecturer
thầy luôn thúc giục sinh viên thực hiện tốt vai trò trên ghế nhà trường .,0,lecturer
"chia sẻ các kỹ năng khi làm việc , chia sẻ kinh nghiệm trong ngành , thậm chí chỉ cách mua linh kiện mà không bị chặt chém giá cả .",0,lecturer
"bài giảng chưa sinh động , thường gây chán cho sinh viên , sinh viên không tiếp thu được nhiều về kiến thức thầy nói .",0,curriculum
"thầy dạy rất tận tâm , thường xuyên thảo luận , giúp đỡ các em trên diễn đàn môn học .",0,lecturer
giảng viên không có cách giải quyết gì mà vẫn cho làm bài tập nộp tại chỗ như bình thường .,0,lecturer
"giảng viên dạy rất nhiệt tình , dễ hiểu , gần gũi với sinh viên .",0,lecturer
"thầy tận tâm , giảng bài dễ hiểu .",0,lecturer
giáo viên rất nhiệt tình vui vẻ .,0,lecturer
cách dạy của thầy có sự hứng thú cao .,0,lecturer
thiết nghĩ nhà trường cần đặt chuẩn tiếng anh đầu vào cho lớp chất lượng cao cao hơn nữa để lớp có thể thực sự học bằng tiếng anh .,1,curriculum
giảng dạy thực tế .,0,curriculum
chất lượng môn học tốt .,1,curriculum
nên ôn lại lý thuyết rồi hướng dẫn kỹ thực hành .,0,lecturer
"mục đích của môn học , có liên quan gì dến những môn học trước và sau này .",1,curriculum
cần có giáo trình chi tiết về môn học cho sinh viên dễ nắm bắt .,1,curriculum
chỉ có 1 điểm em không hài lòng đó là đề thi cuối kỳ vô cùng dài .,1,curriculum
nâng cấp phòng máy thực hành .,2,facility
vui vẻ tận tâm và nhiệt tình .,0,lecturer
lớp của em do đa số các bạn trầm tính nên đối với bọn em cô là một người rất giỏi và giải đáp đầy đủ cho bọn em .,0,lecturer
"nhiệt tình , cẩn thận , tỉ mỉ , chu đáo , truyền đạt tốt kiến thức cho sinh viên .",0,lecturer
tận tâm và tận tình chỉ dạy của giáo viên .,0,lecturer
cải thiện chất lượng máy chiếu .,2,facility
"dạy dễ hiểu , cung cấp đầy đủ tài liệu .",0,lecturer
phương pháp giảng dạy và truyền đạt kiến thức khá tốt .,0,lecturer
khá nhiệt tình .,3,lecturer
"thầy nên check mail và có trả lời mail của sinh viên , sinh viên gửi mail chẳng bao giờ thấy thầy trả lời là đã nhận được .",0,lecturer
kiến thức hay và sự tận tâm của giảng viên .,1,lecturer
nên giảng dạy vào ví dụ nhiều hơn .,0,curriculum
"thầy cho chép nhiều , ít giảng bài .",0,lecturer
"phòng học còn nhiều bụi , máy chiếu thường xuyên bị trục trặc , âm thanh của loa chưa tốt .",2,facility
thầy chấm điểm khá gắt .,0,lecturer
"đồ án cũng rất mơ hồ , không thực tế .",1,curriculum
"cô giảng dạy rất nhiệt tình , nhanh chóng giúp sinh viên hiểu bài .",0,lecturer
"môn học này nên thường xuyên cập nhật mới , phù hợp với lại thực tế .",1,curriculum
cần bảo trì máy tính nhất là bàn phím và chuột .,2,facility
phòng máy có vấn đề .,2,facility
"dạy dễ hiểu , không bị rối .",0,lecturer
sự tận tình với học viên .,0,lecturer
phòng thực hành cần có một số nâng cấp nhỏ về phần mềm lập trình để sinh viên cảm thấy hứng thú hơn để đến học .,2,facility
giảng viên chia thành nhiều nhóm để sinh viên thảo luận có hiệu quả .,0,curriculum
quá kém .,0,curriculum
đề cương đầy đủ chi tiết .,1,curriculum
môn lập trình trên thiết bị di động nên lấy điểm đồ án thay cho thi cuối kỳ luôn chứ không nên thi cuối kỳ như hiện nay .,1,curriculum
"cho thảo luận , làm seminar .",0,curriculum
bơi rất vui .,3,others
"ít gì thì mình là người trẻ , năng động xíu đi , chứ đừng ngồi chỗ .",0,others
"sau khi làm xong các project của thầy thì thấy level mình tăng lên hẳn , rất quý thầy và gặp lại ở các môn sau .",0,lecturer
"cô wzjwz258 dạy rất nhiệt tình , thoải mái .",0,lecturer
thay vì đưa bài ra rồi bảo các bạn nộp kết quả .,1,curriculum
"cần có những tiết ngoại khóa như giao lưu tiếng anh giữa các lớp , thực hành giao tiếp ngoài xã hội .",1,others
"thầy dạy tốt , dễ hiểu , hài nữa chứ , nói chung không khí lớp vui vẻ =) .",0,lecturer
"giảng viên đánh giá không khách quan , có những đánh giá thiên vị , thiếu chuyên nghiệp .",0,lecturer
"thường xuyên cho nghỉ , bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa .",0,curriculum
cung cấp cho sinh viên những kiến thức tổng quát về môn học .,1,curriculum
"nhiệt tình , chu đáo .",0,curriculum
thầy nên chiếu hết các bài tập có trong slide của thầy ạ .,0,lecturer
hầu hết sinh viên đều ngủ gật trong lớp .,3,lecturer
"môn học này mặc dù phòng đào tạo cho sinh viên đăng ký nhưng em không thấy sắp xếp lịch học , phòng học .",1,facility
chấm điểm trên khmtdotuitdotedudotvn .,0,facility
"thầy đẹp trai , vui tính , hòa đồng với học sinh .",0,lecturer
giảng viên tuyệt vời .,0,lecturer
trung bình .,3,others
nghỉ sinh em bé vui vẻ nha cô .,0,lecturer
thầy nên giảng bài nhanh hơn để sinh viên có thể thực hành tốt hơn vì lý thuyết chưa kịp chương trình thực hành .,0,lecturer
máy chiếu trong phòng quá mờ .,2,facility
"theo em , trường cần trang bị lại máy chiếu , phòng học còn nóng .",2,facility
cô nên cho tụi em xem thiết kế dữ liệu cũng như giao diện cũng những phầm mềm chuyên nghiệp .,0,curriculum
"trình độ cao , biết cách khiến sinh viên tập trung , hài hước , nhiệt huyết , có tâm .",0,lecturer
"giảng viên nhiệt tình , hoà đồng , tận tình chỉ dẫn sinh viên thực hành .",0,lecturer
"thầy tích cực lên lớp , không nghỉ buổi nào .",0,lecturer
một số thông tin quan trọng của môn học hoặc một số thay đổi của môn học cần thông báo đến sinh viên qua một số kênh như website môn học hoặc cổng thông tin đào tạo hoặc forum .,1,others
thầy dạy tốt mà ạ  colonhihi !,0,lecturer
sự nhiệt tình trong quá trình giảng dạy .,0,lecturer
"phát âm của giảng viên chưa được chuẩn lắm , thiếu quan tâm đến một số sinh viên trong lớp .",0,lecturer
mọi thứ đều ổn .,3,others
"thầy giảng bài quá nhỏ , cách dạy quá chán và buồn ngủ .",0,lecturer
phòng lab khoa mạng có chất lượng khá thấp .,2,facility
chắc kiến thức cho sinh viên nếu mất nền tảng .,0,lecturer
tài liệu cực kỳ dễ hiểu .,1,curriculum
cơ sở vật chất máy tính trường cần được nâng cấp .,2,facility
môn học cần vận dụng tối đa giữa lý thuyết và thực hành .,1,curriculum
thầy giản dạy nhiệt tình tận tình chỉ bài .,0,lecturer
"thầy giảng rất vui vẻ , cuốn hút , hướng dẫn bài tập chi tiết .",0,lecturer
cứ theo tiến độ của chương trình môn học .,1,curriculum
"cô xinh đẹp , dễ thương colonsmile .",0,lecturer
hơi bắt bẻ .,0,lecturer
phương pháp dạy học hay .,0,curriculum
"nên có những buổi học với giảng viên nước ngoài để có môi trường thực hành giao tiếp một cách thực tế , được xem cách người người bản xứ phát âm thì sẽ tốt hơn rất nhiều .",1,lecturer
"rất thích thầy wzjwz271 trong cách giảng dạy , thầy giảng rất dễ hiểu , nhiệt tình và vui tính trong suốt quá trình giảng dạy .",0,lecturer
cô nên tập trung vào việc giảng dạy hơn là dành 5 - 15 phút để hỏi từng từ tiếng anh trong slide .,0,lecturer
thương xuyên chỉ dẫn trên moodle .,0,lecturer
"thầy dạy rất thiết thực , chương trình thực tế và lôi cuốn .",0,curriculum
thầy dạy khá hay !,0,lecturer
"môn này hay , tuy nhiên thời gian học quá ít , sinh viên vận dụng chưa được nhiều trong thực tế .",1,curriculum
rèn luyện nhiều khả năng nói tiếng anh cho sinh viên .,1,curriculum
rất tâm huyết với sinh viên .,0,lecturer
"giảng viên giảng dễ hiểu , nhiệt tình .",0,lecturer
"thầy dạy nhiều lý thuyết , khô khan và khó hiểu , không chú trọng giải bài tập nhiều cho lớp .",0,lecturer
kiến thức giáo viên tốt .,0,curriculum
sau 30 fraction 4 giảng viên không đến lớp .,0,lecturer
đôi lúc hơi sợ .,3,lecturer
chương trình của trường mình ngày càng không sát thực tiễn .,1,curriculum
tuần cuối trước khi kỳ thi cuối kỳ được diễn ra thầy nghỉ mà không báo trước .,0,lecturer
phải rõ ràng hơn về phần bài tập moodle ví dụ như điểm số .,1,curriculum
"giảng viên nhiệt tình , tận tâm , tạo cho sinh viên chủ động tìm tòi nhiều vấn đề chuyên sâu hơn !",0,lecturer
"giảng viên dạy hay , liên hệ thực tiễn nhiều .",0,lecturer
"thầy chủ yếu đọc slide , ít lấy ví dụ cụ thể .",0,lecturer
diễn đạt kỹ .,0,lecturer
"tốt , có sự ủng hộ , giúp đỡ cao .",0,others
em không hiểu sao chương trình chất lượng cao mà lại cho bọn em học phòng kém hiệu quả như vậy .,1,facility
đề nghị là cho sinh viên tuần nào cũng học hoặc sắp xếp như thế nào để sinh viên không phải bị mất bài vì lý do học cách tuần trong khi đó bài mới thì liên tục em cảm ơn .,1,curriculum
khó nghe trong việc giao tiếp ngôn ngữ .,0,curriculum
giảng viên nhiệt tình giảng dạy .,0,lecturer
"chương trình học còn khá nặng vả thời gian có hạn , khó để bắt kịp .",1,curriculum
cho ví dụ ngay sau lý thuyết giúp dễ tiếp thu .,0,curriculum
"thầy vui vẻ , giảng dạy nhiệt tình .",0,lecturer
thầy wzjwz109 rất nhiệt tình .,0,lecturer
thầy dạy dễ hiểu bài tập đa dạng .,0,lecturer
khi có thắc mắc thầy giải thích rất dễ hiểu .,0,lecturer
"giảng viên dạy rất nhiệt tình , và luôn sẵn sàng giúp đỡ giải bài tập và trả lời các câu hỏi của từng bạn sinh viên .",0,lecturer
"giảng viên giảng hay , kỹ càng .",0,lecturer
sửa lại các máy chiếu điển hình là phòng wzjwz150 .,2,facility
cập nhật cái mới cho sinh viên .,0,curriculum
"có kinh nghiệm giảng dạy , vui tính .",0,lecturer
dẫn ít ví dụ .,0,lecturer
còn điều không thích nhất vẫn giống cái kia thôi .,1,others
nên nâng cấp hệ thống phòng thí nghiệm .,2,facility
thầy rất vui tính và luôn kích thích tinh thần học hỏi ở các sinh viên .,0,lecturer
dạy kỹ càng .,0,lecturer
môn học có quá nhiều kiến thức chuyên sâu và yêu cầu quá cao với một trường không thuộc khối kinh tế như công nghệ thông tin .,1,curriculum
học để làm gì !,3,curriculum
thầy dạy một cách tận tâm .,0,lecturer
cần thêm nhiều thiết bị hỗi trợ học tập .,2,facility
"tận tình , vui vẻ .",0,lecturer
có quan tâm đến sinh viên .,0,lecturer
"thầy rất nhiệt tình , giảng rất hay , nhiều ví dụ thực tiễn dễ hiểu .",0,lecturer
môn giải tích là một môn khô khan nhưng cô wzjwz261 dạy rất dễ hiểu .,0,lecturer
"phương pháp giảng dạy , truyền đạt kiến thức hay .",0,lecturer
ít kiểm tra trên lớp .,0,curriculum
giáo viên giảng còn khó hiểu .,0,lecturer
giảng dạy đầy đủ .,0,lecturer
dạy kỹ các phần quan trọng .,1,lecturer
giảng viên thường xuyên chia sẻ tình hình và kinh nghiệm thực tế liên quan đến môn học .,0,lecturer
thầy dạy rất nhiệt tình và tâm huyết .,0,lecturer
"bài tập đầy đủ , hiệu quả .",1,curriculum
"thầy rất hiền , nhiệt tình .",0,lecturer
em hy vọng thầy sẽ cho nhiều bài tập hơn .,0,lecturer
giảng viên nên sửa các bài tập về nhà .,0,lecturer
"thầy giảng bài , giải bài còn quá nhanh .",0,lecturer
thanks !,3,others
cách diễn đạt của cô rất khó hiểu .,0,lecturer
các thành viên khác chịu thua .,0,others
cô dạy rất tận tình và gần gũi nhưng tại tụi em lười quá .,0,lecturer
"nên có một số bài thực hành về source code luôn , bỏ mấy bài lý thuyết linh tinh đi .",1,curriculum
"vui vẻ , tận tâm .",0,lecturer
"nhìn chung em hài lòng về môn học này , nên em không có ý kiến khác .",1,curriculum
cho bài tập làm nhiều hơn điểm danh lấy điểm 5 - 10% cho bài kiểm tra trên lớp nhiều hơn .,1,curriculum
cô giảng dạy rất hay và hiệu quả .,0,lecturer
"cô giảng hơi lan man , khiến sinh viên bị rối trong quá trình học .",0,lecturer
giáo viên giảng dạy rất nhiệt tình .,0,lecturer
"đề cương vắn tắt , nên cụ thể hơn .",1,curriculum
em hoàn toàn hài lòng về phương pháp giảng dạy này .,0,others
dạy chưa hiểu rõ bài .,0,lecturer
"thầy vui tính , giảng bài dễ hiểu .",0,lecturer
"em nghĩ thầy nên bổ sung hình vẽ vào slide bài giảng , hoặc ít nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh viên dễ hình dung .",1,lecturer
có lúc em còn cảm thấy có lỗi vì công sức của cô trên lớp như vậy mà mình lại làm biếng học bài .,0,lecturer
cần hướng dẫn phương pháp lập trình rõ hơn nữa với đồ án code multiagent .,0,curriculum
"thầy dạy nhiệt tình , dễ hiểu .",0,lecturer
"nói chung , thầy dạy cái gì cũng hài lòng , rất dễ hiểu , tận tình , và vui .",0,lecturer
dạy tận tâm .,0,lecturer
đáng để học tập .,3,curriculum
"nếu muốn anh văn trở thành ngôn ngữ thứ hai thì cần phải sử dụng tiếng anh liên tục để nó thắm vào sương tủy , nhưng trường vẫn quá tập trung vào cách dạy theo kiểu phổ thông tức là học chỉ lấy điểm số nên tôi muốn nhà trường hãy tạo một phương pháp là học anh văn là vì giao tiếp chứ đừng vì những bài kiểm tra hay điểm số .",1,curriculum
cô wzjwz280 dạy rất kỹ và nhiệt tình .,0,lecturer
nên giảm tiết và tăng ngày dạy .,1,curriculum
"vui vẻ , biết lắng nghe ý kiến sinh viên .",0,lecturer
"cô wzjwz183 dạy rất tận tình , dễ hiểu , truyền đạt tốt .",0,lecturer
giảng bài hay .,0,lecturer
thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,0,lecturer
em rất hài lòng về hoạt động dạy của thầy .,0,lecturer
"hướng dẫn cụ thể , dễ hiểu .",0,lecturer
"nên cho ví dụ nhiều , dễ liên tưởng và giải thích rõ .",0,curriculum
"cô quá tuyệt vời , rất nhiệt tình , dễ hiểu , lại dễ thương nữa .",0,lecturer
"thầy dạy hơi tổng quát nhưng lại đòi hỏi cao về kiến thức cũng như đồ án , kính mong nhà trường xem xét lại môn học này ạ , em xin cảm ơn !",0,curriculum
"phòng học còn nóng và bụi bặm , máy chiếu tuy vẫn nhìn được nhưng như thế là mờ , ngồi xa hay hôm nào trời sáng quá sẽ khó thấy , việc chia hay phân công đề tài giảng viên cần tự làm thay vì giao cho lớp trưởng lúc đó sẽ không khách quan nữa vì có sự thiên vị giành giật .",2,facility
"cô viết trên bảng không những chữ quá nhỏ mà còn quá lộn xộn , bảng lúc nào cũng lem nhem , thực sự sinh viên ngồi dưới nhìn lên bảng là chóng mặt , không thể theo giỏi được gì cả !",0,facility
"thầy dạy tận tâm , dễ hiểu .",0,lecturer
giao viên hay nghỉ .,0,lecturer
"cho làm các bài kiểm tra cuối giờ , giúp chúng em phải tập trung nghe bài .",1,curriculum
phương pháp dạy còn hoang mang .,0,lecturer
ít bài tập để rèn luyện kỹ năng .,1,curriculum
cần tăng cường các bài tập làm thêm .,1,curriculum
giảng rất cận kẽ hơi chậm .,0,lecturer
"giảng dạy kiến thức còn mơ hồ , không nhất quán được kiến thức , kiến thức , bài tập làm còn mơ hồ , không giải thích được hết .",0,lecturer
luôn tạo được sự hứng thú và động lực học cho sinh viên .,0,lecturer
